LocationDirection,LocationCode,Mesh_ID,Link_ID,draw_LineDir,Link_kind,Rtic_kind,Link_direction,Link_length,LTN
+,54,595662,461582,1,1,2,2,0.04,32
+,54,595662,502247,1,1,2,2,0.074,32
+,54,595662,87913459,1,1,2,2,0.126,32
+,54,595662,87913460,1,1,2,2,0.247,32
+,55,595662,454522,1,1,2,2,0.123,32
+,55,595662,454523,1,1,2,2,0.036,32
+,55,595662,12644680,0,1,2,3,0.164,32
+,55,595662,12644679,0,1,2,3,0.111,32
+,55,595662,507010,0,1,2,3,0.044,32
+,55,595662,462019,0,1,2,3,0.266,32
+,55,595662,457343,1,1,2,2,0.048,32
+,55,595662,457342,1,1,2,2,0.187,32
+,55,595662,457338,1,1,2,2,0.069,32
+,56,595672,369770,1,1,2,2,0.11,32
+,56,595672,369772,1,1,2,2,0.044,32
+,56,595672,367371,1,1,2,2,0.08,32
+,56,595672,367375,1,1,2,2,0.107,32
+,56,595672,394021,0,1,2,3,0.544,32
+,59,595661,276752,1,3,3,2,0.021,32
+,59,595661,276753,1,3,3,2,0.108,32
+,59,595661,284464,1,3,3,2,0.077,32
+,59,595661,296190,1,3,3,2,0.034,32
+,59,595661,296191,1,3,3,2,0.111,32
+,59,595661,278187,1,3,3,2,0.102,32
+,59,595661,287166,1,3,3,2,0.045,32
+,59,595661,276805,1,3,3,2,0.147,32
+,59,595661,276806,1,3,3,2,0.02,32
+,59,595661,276809,0,3,3,3,0.005,32
+,59,595661,86012545,0,3,3,3,0.197,32
+,59,595661,86012544,0,3,3,3,0.17,32
+,59,595661,276813,0,3,3,3,0.009,32
+,59,595661,289640,1,3,3,2,0.089,32
+,59,595661,88044107,1,3,3,2,0.013,32
+,59,595661,88044108,1,3,3,2,0.047,32
+,59,595661,86012849,1,3,3,2,0.165,32
+,59,595661,86012850,1,3,3,2,0.092,32
+,59,595661,296230,1,3,3,2,0.327,32
+,59,595661,87184707,1,3,3,2,0.069,32
+,59,595661,87184708,1,3,3,2,0.014,32
+,59,595661,283878,1,3,3,2,0.085,32
+,59,595661,276818,1,3,3,2,0.097,32
+,59,595661,276819,1,3,3,2,0.008,32
+,59,595661,279743,1,3,,2,0.008,32
+,59,595661,86012883,1,3,3,2,0.043,32
+,59,595661,86012884,1,3,3,2,0.016,32
+,60,595662,513389,1,3,3,2,0.012,32
+,60,595662,513392,1,3,3,2,0.197,32
+,60,595662,458568,1,3,3,2,0.038,32
+,60,595662,458634,1,3,3,2,0.036,32
+,60,595662,458635,1,3,3,2,0.064,32
+,60,595662,456124,1,3,3,2,0.06,32
+,60,595662,449486,1,3,3,2,0.167,32
+,60,595662,49065860,1,3,3,2,0.035,32
+,60,595662,88310150,1,3,3,2,0.044,32
+,60,595662,88310151,1,3,3,2,0.106,32
+,60,595662,514951,1,3,3,2,0.016,32
+,60,595662,502274,1,3,,2,0.016,32
+,60,595662,502275,1,3,,2,0.009,32
+,60,595662,502276,1,3,,2,0.01,32
+,60,595662,502277,1,3,,2,0.015,32
+,62,605603,727712,0,3,3,3,0.044,32
+,62,605603,15341125,0,3,3,3,0.013,32
+,62,605603,15341124,0,3,3,3,0.011,32
+,62,605603,587242,0,3,3,3,0.069,32
+,62,605603,88026648,0,3,3,3,0.062,32
+,62,605603,88026647,0,3,3,3,0.041,32
+,62,605603,585702,0,3,3,3,0.075,32
+,62,605603,585701,0,3,3,3,0.032,32
+,62,605603,577350,0,3,3,3,0.062,32
+,62,605603,577366,0,3,3,3,0.015,32
+,62,605603,577357,0,3,3,3,0.013,32
+,62,605603,732264,0,3,3,3,0.111,32
+,62,605603,732262,0,3,3,3,0.049,32
+,62,605603,578818,0,3,3,3,0.044,32
+,63,595662,442947,1,3,3,2,0.02,32
+,63,595662,513550,1,3,3,2,0.108,32
+,63,595662,513551,1,3,3,2,0.038,32
+,63,595662,462467,1,3,3,2,0.129,32
+,63,595662,441712,1,3,3,2,0.05,32
+,63,595662,455817,1,3,3,2,0.081,32
+,63,595662,512222,1,3,3,2,0.052,32
+,63,595662,512225,1,3,3,2,0.058,32
+,63,595662,458888,1,3,3,2,0.313,32
+,63,595662,492305,1,3,3,2,0.05,32
+,63,595662,492306,1,3,3,2,0.079,32
+,68,595673,678757,0,6,4,1,0.019,32
+,68,595673,674747,0,6,4,1,0.089,32
+,68,595673,673870,0,6,4,1,0.096,32
+,68,595673,708705,0,6,4,1,0.091,32
+,68,595673,565576,0,6,4,1,0.107,32
+,68,595673,608833,0,6,4,1,0.049,32
+,68,595673,608837,0,6,4,1,0.057,32
+,68,595673,608835,0,6,4,1,0.166,32
+,68,595673,583436,0,6,,1,0.014,32
+,71,595673,583435,0,6,4,1,0.202,32
+,71,595673,565575,0,6,4,1,0.043,32
+,71,595673,608803,0,6,4,1,0.296,32
+,71,595673,608801,0,6,4,1,0.084,32
+,71,595673,583426,0,6,,3,0.009,32
+,73,595663,624571,0,3,3,3,0.351,32
+,73,595663,615992,0,3,3,3,0.104,32
+,73,595663,628754,0,3,3,3,0.057,32
+,73,595663,608825,0,3,3,3,0.167,32
+,73,595663,633372,0,3,3,3,0.067,32
+,73,595663,618895,0,3,,3,0.013,32
+,74,595663,635428,0,3,3,3,0.096,32
+,74,595663,628782,0,3,3,3,0.235,32
+,74,595663,631490,0,3,3,3,0.01,32
+,76,595663,628794,0,3,3,3,0.091,32
+,76,595663,628798,0,3,3,3,0.115,32
+,76,595663,628797,0,3,3,3,0.061,32
+,76,595663,615995,0,3,3,3,0.073,32
+,77,595664,547019,0,0,1,3,0.063,32
+,77,595664,547018,0,0,1,3,0.235,32
+,77,595665,530385,0,0,1,3,0.108,32
+,77,595665,530314,1,0,1,2,0.24,32
+,77,595665,530498,0,0,1,3,0.012,32
+,78,595663,624088,1,3,3,2,0.049,32
+,78,595663,624089,1,3,3,2,0.119,32
+,78,595663,13247948,1,3,3,2,0.028,32
+,78,595663,13247949,1,3,3,2,0.067,32
+,78,595663,625505,1,3,3,2,0.077,32
+,78,595663,632736,1,3,3,2,0.048,32
+,78,595663,625502,1,3,3,2,0.11,32
+,78,595663,625503,1,3,3,2,0.055,32
+,78,595663,533180,1,3,,2,0.015,32
+,80,595663,50059760,0,3,3,3,0.149,32
+,80,595663,50059759,0,3,3,3,0.079,32
+,80,595663,637479,0,3,3,3,0.009,32
+,82,595663,49189637,0,3,3,3,0.018,32
+,82,595663,49189636,0,3,3,3,0.083,32
+,82,595663,631154,0,3,3,3,0.163,32
+,82,595663,621379,0,3,3,3,0.069,32
+,82,595663,621378,0,3,3,3,0.151,32
+,82,595663,615025,0,3,3,3,0.145,32
+,82,595663,633311,0,3,3,3,0.029,32
+,82,595663,50373057,0,3,3,3,0.137,32
+,82,595663,50373056,0,3,3,3,0.099,32
+,82,595663,635668,1,3,3,2,0.037,32
+,82,595663,562451,1,3,3,2,0.022,32
+,82,595663,562453,1,3,3,2,0.068,32
+,82,595663,635671,1,3,3,2,0.032,32
+,83,595663,87880956,0,0,1,3,0.049,32
+,83,595663,87880955,0,0,1,3,0.263,32
+,83,595663,632410,0,0,1,3,0.062,32
+,83,595663,49189816,0,0,1,3,0.191,32
+,83,595663,49189815,0,0,1,3,0.113,32
+,83,595663,631492,0,0,1,3,0.058,32
+,84,595663,616154,0,0,1,3,0.152,32
+,84,595663,616153,0,0,1,3,0.121,32
+,84,595663,634272,0,0,1,3,0.061,32
+,84,595663,634271,0,0,1,3,0.378,32
+,84,595663,634606,0,0,1,3,0.337,32
+,84,595663,631170,0,0,1,3,0.101,32
+,86,595652,342341,0,0,1,3,0.185,32
+,86,595652,88052718,0,0,1,3,0.033,32
+,86,595652,88052717,0,0,1,3,0.254,32
+,86,595652,347108,0,0,1,3,0.062,32
+,86,595652,347106,0,0,1,3,0.396,32
+,86,595652,49049049,0,0,1,3,0.053,32
+,86,595652,49049048,0,0,1,3,0.509,32
+,86,595652,49049044,0,0,1,3,0.179,32
+,86,595652,319739,0,0,1,3,0.042,32
+,86,595652,337159,0,0,1,3,0.291,32
+,86,595652,337156,0,0,1,3,0.145,32
+,86,595652,12530964,0,0,1,3,0.063,32
+,86,595652,12530963,0,0,1,3,0.017,32
+,86,595652,337539,0,0,1,3,0.077,32
+,86,595652,337161,0,0,1,3,0.145,32
+,86,595662,461114,0,0,1,3,0.049,32
+,87,595662,84796831,1,0,1,2,0.12,32
+,87,595662,12644687,1,0,1,2,0.087,32
+,87,595662,12644688,1,0,1,2,0.493,32
+,87,595662,452682,1,0,1,2,0.13,32
+,87,595662,448468,1,0,1,2,0.193,32
+,87,595662,499607,1,0,1,2,0.068,32
+,87,595662,499610,1,0,1,2,0.115,32
+,87,595662,493682,1,0,1,2,0.176,32
+,87,595662,493683,1,0,1,2,0.012,32
+,87,595662,462040,0,0,1,3,0.03,32
+,90,595662,14165615,1,3,3,2,0.106,32
+,90,595662,14165616,1,3,3,2,0.129,32
+,90,595662,512062,1,3,3,2,0.212,32
+,90,595662,505829,1,3,3,2,0.049,32
+,90,595662,505830,1,3,3,2,0.022,32
+,90,595662,15254408,1,3,3,2,0.025,32
+,90,595662,15254409,1,3,3,2,0.008,32
+,90,595662,510581,1,3,3,2,0.083,32
+,90,595662,460417,1,3,3,2,0.154,32
+,90,595662,458879,1,3,3,2,0.071,32
+,90,595662,458922,1,3,3,2,0.133,32
+,90,595662,508621,1,3,3,2,0.069,32
+,90,595662,450707,1,3,3,2,0.265,32
+,90,595662,450709,1,3,3,2,0.136,32
+,90,595662,449249,0,3,3,3,0.014,32
+,90,595662,449247,0,3,3,3,0.074,32
+,90,595662,449243,0,3,3,3,0.114,32
+,90,595662,443849,0,3,3,3,0.012,32
+,90,595662,458880,1,3,3,2,0.067,32
+,90,595662,458881,1,3,3,2,0.032,32
+,90,595662,508622,1,3,3,2,0.226,32
+,90,595662,454616,1,3,3,2,0.081,32
+,90,595662,454619,1,3,3,2,0.034,32
+,93,595673,592780,1,1,2,2,0.13,32
+,93,595673,592781,1,1,2,2,0.038,32
+,93,595673,680031,1,1,2,2,0.093,32
+,93,595673,680034,1,1,2,2,0.032,32
+,93,595673,582296,1,1,2,2,0.105,32
+,93,595673,13248251,1,1,2,2,0.024,32
+,93,595673,13248252,1,1,2,2,0.021,32
+,93,595673,667741,1,1,2,2,0.077,32
+,94,595672,428659,1,1,2,2,0.125,32
+,94,595672,12645773,1,1,2,2,0.151,32
+,94,595672,12645774,1,1,2,2,0.072,32
+,94,595672,366220,1,1,2,2,0.021,32
+,94,595672,366222,1,1,2,2,0.06,32
+,94,595672,84961784,1,1,2,2,0.087,32
+,94,595672,84961785,1,1,2,2,0.345,32
+,94,595672,367768,1,1,2,2,0.087,32
+,94,595672,87880925,1,1,2,2,0.047,32
+,94,595672,87880926,1,1,2,2,0.14,32
+,94,595672,401693,1,1,2,2,0.021,32
+,94,595672,408603,1,1,2,2,0.196,32
+,94,595672,408604,1,1,2,2,0.061,32
+,94,595672,357658,1,1,2,2,0.041,32
+,94,595672,357659,1,1,2,2,0.124,32
+,94,595672,407766,1,1,2,2,0.108,32
+,94,595672,12566835,1,1,2,2,0.142,32
+,94,595672,12566836,1,1,2,2,0.012,32
+,94,595672,431019,1,1,2,2,0.143,32
+,94,595672,431017,1,1,2,2,0.188,32
+,95,595672,409135,1,1,2,2,0.034,32
+,95,595672,410659,1,1,2,2,0.03,32
+,95,595672,407780,1,1,2,2,0.266,32
+,95,595672,356856,1,1,2,2,0.056,32
+,95,595672,409140,1,1,2,2,0.059,32
+,95,595672,410666,1,1,2,2,0.148,32
+,95,595672,410667,1,1,2,2,0.093,32
+,95,595672,416120,1,1,2,2,0.007,32
+,95,595672,12645215,1,1,2,2,0.026,32
+,95,595672,12645216,1,1,2,2,0.056,32
+,95,595672,12645744,1,1,2,2,0.033,32
+,95,595672,410674,1,1,2,2,0.049,32
+,95,595672,410675,1,1,2,2,0.039,32
+,96,595672,410672,1,1,2,2,0.009,32
+,96,595672,410673,1,1,2,2,0.097,32
+,96,595672,409158,1,1,2,2,0.213,32
+,96,595672,412232,1,1,2,2,0.1,32
+,96,595672,412233,1,1,2,2,0.019,32
+,96,595672,412235,1,1,2,2,0.124,32
+,96,595672,412237,1,1,2,2,0.01,32
+,96,595672,409151,1,1,2,2,0.052,32
+,96,595672,87880947,1,1,2,2,0.081,32
+,96,595672,87880948,1,1,2,2,0.03,32
+,96,595672,431015,1,1,2,2,0.082,32
+,96,595672,12566743,1,1,2,2,0.011,32
+,96,595672,12645882,1,1,2,2,0.047,32
+,96,595672,12645883,1,1,2,2,0.077,32
+,96,595672,408609,1,1,2,2,0.104,32
+,96,595672,408605,1,1,2,2,0.083,32
+,96,595672,407077,1,1,2,2,0.012,32
+,97,595672,367813,1,1,2,2,0.058,32
+,97,595672,367816,1,1,2,2,0.058,32
+,97,595672,429044,1,1,2,2,0.188,32
+,97,595672,12645747,1,1,2,2,0.124,32
+,97,595672,12645748,1,1,2,2,0.145,32
+,97,595672,358320,1,4,3,2,0.064,32
+,97,595672,87880937,1,4,3,2,0.071,32
+,97,595672,87880938,1,4,3,2,0.054,32
+,97,595672,12566740,1,4,3,2,0.033,32
+,97,595672,12566735,1,3,,2,0.016,32
+,97,595672,12566736,1,3,,2,0.018,32
+,97,595672,12566734,1,3,,2,0.018,32
+,103,595672,395459,0,1,2,3,0.094,32
+,103,595672,14753116,0,1,2,3,0.236,32
+,103,595672,14753115,0,1,2,3,0.04,32
+,103,595672,15086839,0,1,2,3,0.362,32
+,103,595672,15086838,0,1,2,3,0.137,32
+,103,595672,357625,0,1,2,3,0.111,32
+,103,595672,392286,0,1,2,3,0.258,32
+,103,595672,392285,0,1,2,3,0.108,32
+,103,595672,12645754,0,1,2,3,0.093,32
+,103,595672,12645753,0,1,2,3,0.074,32
+,103,595672,357621,0,1,2,3,0.175,32
+,104,595672,87767675,0,1,2,3,0.045,32
+,104,595672,87767674,0,1,2,3,0.119,32
+,104,595672,12645780,0,1,2,3,0.26,32
+,104,595672,12645779,0,1,2,3,0.101,32
+,104,595672,357626,0,1,2,3,0.039,32
+,104,595672,366210,0,1,2,3,0.093,32
+,104,595672,367443,0,1,2,3,0.113,32
+,104,595672,395429,0,1,2,3,0.352,32
+,104,595672,395428,0,1,2,3,0.024,32
+,105,595672,394715,0,1,2,3,0.055,32
+,105,595672,87767492,0,1,2,3,0.018,32
+,105,595672,87767491,0,1,2,3,0.197,32
+,105,595672,12645732,0,1,2,3,0.037,32
+,105,595672,12645731,0,1,2,3,0.248,32
+,105,595672,408579,0,1,2,3,0.105,32
+,105,595672,12645736,0,1,2,3,0.257,32
+,105,595672,12566760,0,1,2,3,0.48,32
+,105,595672,12566759,0,1,2,3,0.193,32
+,105,595672,394712,0,1,2,3,0.12,32
+,105,595672,367436,0,1,2,3,0.06,32
+,105,595672,12645740,0,1,2,3,0.292,32
+,105,595672,12645739,0,1,2,3,0.213,32
+,105,595672,408582,0,1,2,3,0.136,32
+,105,595672,365181,0,1,2,3,0.248,32
+,105,595672,87767519,0,1,2,3,0.02,32
+,105,595672,87767518,0,1,2,3,0.09,32
+,105,595672,12566732,0,1,2,3,0.375,32
+,105,595672,84796687,0,1,2,3,0.033,32
+,105,595672,84796686,0,1,2,3,0.395,32
+,106,595672,422480,0,1,2,3,0.459,32
+,106,595672,433338,0,1,2,3,0.123,32
+,106,595672,433339,0,1,2,3,0.421,32
+,106,595672,358312,0,1,2,3,0.224,32
+,106,595672,358010,0,1,2,3,0.123,32
+,106,595672,358009,0,1,2,3,0.048,32
+,106,595673,676777,0,1,2,3,0.084,32
+,106,595673,676776,0,1,2,3,0.025,32
+,106,595673,12676404,0,1,2,3,0.282,32
+,106,595673,12676403,0,1,2,3,0.106,32
+,106,595673,670173,0,1,2,3,0.018,32
+,106,595673,676773,0,1,2,3,0.021,32
+,106,595673,667711,0,1,2,3,0.068,32
+,106,595673,678543,0,1,2,3,0.055,32
+,106,595673,678541,0,1,2,3,0.074,32
+,107,595673,681811,1,1,2,2,0.052,32
+,107,595673,681812,1,1,2,2,0.107,32
+,107,595673,673896,1,1,2,2,0.07,32
+,107,595673,678536,1,1,2,2,0.024,32
+,107,595673,678539,1,1,2,2,0.051,32
+,107,595673,12634859,1,1,2,2,0.029,32
+,107,595673,88075183,1,1,2,2,0.083,32
+,107,595673,88075184,1,1,2,2,0.066,32
+,107,595673,12676431,1,1,2,2,0.433,32
+,107,595673,12676432,1,1,2,2,0.252,32
+,107,595673,671670,1,1,2,2,0.053,32
+,108,595673,668621,1,1,2,2,0.09,32
+,108,595673,671748,1,1,2,2,0.323,32
+,108,595673,671750,1,1,2,2,0.422,32
+,108,595673,668623,1,1,2,2,0.055,32
+,108,595673,88075201,1,1,2,2,0.082,32
+,108,595673,88075202,1,1,2,2,0.017,32
+,108,595673,12676406,1,1,2,2,0.161,32
+,108,595673,678587,1,1,2,2,0.03,32
+,108,595673,580930,1,1,2,2,0.096,32
+,108,595673,580931,1,1,2,2,0.055,32
+,108,595673,584944,1,1,2,2,0.109,32
+,108,595673,88075214,0,1,2,3,0.091,32
+,108,595673,88075213,0,1,2,3,0.087,32
+,108,595673,49043892,0,1,2,3,0.115,32
+,108,595673,88075228,0,1,2,3,0.045,32
+,108,595673,88075227,0,1,2,3,0.158,32
+,108,595673,678582,0,1,2,3,0.444,32
+,108,595673,88075222,0,1,2,3,0.011,32
+,108,595673,88075221,0,1,2,3,0.073,32
+,109,595673,685245,1,1,2,2,0.143,32
+,109,595673,12634901,1,1,2,2,0.138,32
+,109,595673,13248183,1,1,2,2,0.039,32
+,109,595673,13248184,1,1,2,2,0.061,32
+,109,595673,681779,1,1,2,2,0.127,32
+,109,595673,681809,1,1,2,2,0.032,32
+,109,595673,673903,1,1,2,2,0.055,32
+,109,595673,12962787,1,1,2,2,0.069,32
+,109,595673,12962788,1,1,2,2,0.281,32
+,109,595673,678517,1,1,2,2,0.143,32
+,110,595673,678557,1,1,2,2,0.071,32
+,110,595673,678558,1,1,2,2,0.073,32
+,110,595673,580973,1,1,2,2,0.043,32
+,110,595673,681584,1,1,2,2,0.066,32
+,110,595673,681590,1,1,2,2,0.07,32
+,110,595673,664778,1,1,2,2,0.118,32
+,110,595673,12676437,1,1,2,2,0.057,32
+,110,595673,12676438,1,1,2,2,0.034,32
+,110,595673,49044171,1,1,2,2,0.775,32
+,110,595673,49044167,1,1,2,2,0.102,32
+,110,595673,678534,1,1,2,2,0.084,32
+,110,595673,580926,1,1,2,2,0.028,32
+,110,595673,673914,1,1,2,2,0.133,32
+,110,595673,673916,1,1,2,2,0.049,32
+,110,595673,12676387,1,1,2,2,0.095,32
+,110,595673,12676388,1,1,2,2,0.151,32
+,110,595673,685909,1,1,2,2,0.4,32
+,110,595673,681036,1,1,2,2,0.141,32
+,110,595673,664772,1,1,2,2,0.038,32
+,110,595673,664773,1,1,2,2,0.014,32
+,110,595673,680072,1,1,2,2,0.266,32
+,110,595673,680076,1,1,2,2,0.089,32
+,111,595673,592803,1,1,2,2,0.154,32
+,111,595673,676969,1,1,2,2,0.356,32
+,111,595673,676971,1,1,2,2,0.071,32
+,111,595673,12676397,1,1,2,2,0.156,32
+,111,595673,12676398,1,1,2,2,0.139,32
+,111,595673,675409,1,1,2,2,0.033,32
+,111,595673,663295,1,1,2,2,0.201,32
+,111,595673,49044313,1,1,2,2,0.203,32
+,111,595673,49044314,1,1,2,2,0.415,32
+,111,595673,678553,1,1,2,2,0.293,32
+,111,595673,678555,1,1,2,2,0.077,32
+,112,595673,580925,0,1,2,3,0.039,32
+,112,595673,14753132,0,1,2,3,0.133,32
+,112,595673,14753131,0,1,2,3,0.034,32
+,112,595673,673923,0,1,2,3,0.016,32
+,112,595673,664952,1,1,2,2,0.035,32
+,112,595673,664953,1,1,2,2,0.011,32
+,112,595673,678549,1,1,2,2,0.05,32
+,112,595673,678551,1,1,2,2,0.117,32
+,112,595673,677237,0,1,2,3,0.081,32
+,112,595673,664949,0,1,2,3,0.343,32
+,112,595673,15154549,0,1,2,3,0.575,32
+,112,595673,15154548,0,1,2,3,0.036,32
+,112,595673,669299,0,1,2,3,0.091,32
+,112,595673,12676364,0,1,2,3,0.072,32
+,112,595673,12676363,0,1,2,3,0.111,32
+,112,595673,673930,0,1,2,3,0.061,32
+,112,595673,669303,0,1,2,3,0.081,32
+,112,595673,679494,0,1,2,3,0.48,32
+,112,595673,678562,0,1,2,3,0.163,32
+,112,595673,678560,0,1,2,3,0.115,32
+,113,595675,466908,1,0,1,2,0.025,32
+,113,595675,468346,1,0,1,2,0.027,32
+,113,595675,49089179,1,0,1,2,0.016,32
+,113,595675,49089180,1,0,1,2,0.277,32
+,113,595675,490375,1,0,1,2,0.088,32
+,113,595675,490376,1,0,1,2,0.051,32
+,113,595675,468349,1,0,1,2,0.141,32
+,113,595675,490377,1,0,1,2,0.028,32
+,113,595675,490378,1,0,1,2,0.207,32
+,113,595675,477564,1,0,1,2,0.213,32
+,113,595675,477565,1,0,1,2,0.784,32
+,113,595675,469837,1,0,1,2,0.12,32
+,113,595675,466897,1,0,1,2,0.706,32
+,113,595675,466898,1,0,1,2,0.056,32
+,114,595673,673935,1,1,2,2,0.163,32
+,114,595673,673937,1,1,2,2,0.142,32
+,114,595663,49189687,1,1,2,2,0.27,32
+,114,595663,15154488,1,1,2,2,0.039,32
+,114,595663,15154489,1,1,2,2,0.22,32
+,114,595663,630609,1,1,2,2,0.202,32
+,114,595663,540325,1,1,2,2,0.087,32
+,114,595663,540327,1,1,2,2,0.028,32
+,114,595663,14770690,1,1,2,2,0.121,32
+,114,595663,14770691,1,1,2,2,0.167,32
+,114,595663,635739,1,1,2,2,0.19,32
+,116,595663,49189750,0,1,2,3,0.356,32
+,116,595663,49189749,0,1,2,3,0.517,32
+,116,595663,49189525,0,1,2,3,0.858,32
+,116,595663,540330,0,1,2,3,0.051,32
+,116,595663,620678,0,1,2,3,0.096,32
+,116,595663,14899642,0,1,2,3,0.041,32
+,116,595663,14899641,0,1,2,3,0.054,32
+,116,595663,12634685,0,1,2,3,0.059,32
+,116,595663,551199,0,1,2,3,0.094,32
+,116,595663,551197,0,1,2,3,0.052,32
+,116,595663,633579,0,1,2,3,0.053,32
+,116,595663,636082,0,1,2,3,0.038,32
+,116,595663,15154505,0,1,2,3,0.087,32
+,116,595663,15154504,0,1,2,3,0.121,32
+,116,595663,551202,0,1,2,3,0.305,32
+,116,595663,551201,0,1,2,3,0.047,32
+,116,595663,615256,0,1,2,3,0.034,32
+,116,595663,540338,0,1,2,3,0.174,32
+,116,595663,49046354,0,1,2,3,0.061,32
+,116,595663,12634700,0,1,2,3,0.035,32
+,116,595663,15154523,0,1,2,3,0.106,32
+,116,595663,15154522,0,1,2,3,0.055,32
+,116,595663,49046349,0,1,2,3,0.072,32
+,116,595663,627737,0,1,2,3,0.141,32
+,116,595663,619131,0,1,2,3,0.095,32
+,116,595663,618937,0,1,2,3,0.156,32
+,116,595663,549664,0,1,2,3,0.076,32
+,116,595663,549660,0,1,2,3,0.099,32
+,117,595663,540345,0,1,2,3,0.174,32
+,117,595663,540343,0,1,2,3,0.051,32
+,117,595663,49046102,0,1,2,3,0.028,32
+,117,595663,15154569,0,1,2,3,0.339,32
+,117,595663,15154568,0,1,2,3,0.168,32
+,117,595663,49046108,0,1,2,3,0.068,32
+,117,595663,49046107,0,1,2,3,0.43,32
+,117,595663,551206,0,1,2,3,0.047,32
+,117,595663,551204,0,1,2,3,0.088,32
+,117,595663,615258,0,1,2,3,0.238,32
+,117,595663,615257,0,1,2,3,0.07,32
+,117,595663,15154479,0,1,2,3,0.044,32
+,117,595663,15154478,0,1,2,3,0.141,32
+,117,595663,12634691,0,1,2,3,0.027,32
+,117,595663,620640,0,1,2,3,0.117,32
+,117,595663,620639,0,1,2,3,0.342,32
+,117,595663,15154559,0,1,2,3,0.241,32
+,117,595663,15154558,0,1,2,3,0.067,32
+,117,595663,620673,0,1,2,3,0.065,32
+,117,595663,85974192,1,1,2,2,0.117,32
+,117,595663,85974193,1,1,2,2,0.233,32
+,117,595663,620589,1,1,2,2,0.053,32
+,117,595663,12634713,1,1,2,2,0.113,32
+,117,595663,12634714,1,1,2,2,0.049,32
+,117,595663,632705,1,1,2,2,0.165,32
+,117,595663,632703,1,1,2,2,0.174,32
+,118,595653,88051423,0,1,2,3,0.161,32
+,118,595653,88051422,0,1,2,3,0.065,32
+,118,595653,330900,0,1,2,3,0.121,32
+,118,595653,331698,0,1,2,3,0.091,32
+,118,595653,331697,0,1,2,3,0.136,32
+,118,595653,333135,0,1,2,3,0.033,32
+,118,595653,330902,0,1,2,3,0.048,32
+,118,595653,49048971,0,1,2,3,0.068,32
+,118,595653,12530952,0,1,2,3,0.246,32
+,118,595653,12530951,0,1,2,3,0.032,32
+,118,595653,308673,0,1,2,3,0.126,32
+,118,595653,331657,0,1,2,3,0.698,32
+,118,595653,331656,0,1,2,3,0.115,32
+,120,595652,340678,1,1,2,2,0.161,32
+,120,595652,340679,1,1,2,2,0.05,32
+,120,595652,328397,1,1,2,2,0.351,32
+,120,595652,12530981,1,1,2,2,0.009,32
+,120,595652,12530982,1,1,2,2,0.026,32
+,120,595652,337475,1,1,2,2,0.437,32
+,120,595652,337477,1,1,2,2,0.019,32
+,120,595652,315195,1,1,2,2,0.088,32
+,120,595652,337091,1,1,2,2,0.064,32
+,120,595652,49048964,1,1,2,2,0.078,32
+,120,595652,49048965,1,1,2,2,0.1,32
+,120,595652,12530979,1,1,2,2,0.086,32
+,120,595652,12530980,1,1,2,2,0.195,32
+,120,595652,324517,1,1,2,2,0.062,32
+,120,595652,337095,1,1,2,2,0.191,32
+,120,595652,337097,1,1,2,2,0.06,32
+,120,595652,324513,1,1,2,2,0.05,32
+,120,595652,88052263,1,1,2,2,0.407,32
+,120,595652,88052264,1,1,2,2,0.49,32
+,120,595652,15848868,1,1,2,2,0.249,32
+,120,595652,15848869,1,1,2,2,0.257,32
+,120,595652,88052243,1,1,2,2,0.025,32
+,120,595652,88052244,1,1,2,2,0.098,32
+,120,595652,337099,1,1,2,2,0.213,32
+,120,595652,337101,1,1,2,2,0.025,32
+,120,595652,15848877,1,1,2,2,0.051,32
+,120,595652,15848878,1,1,2,2,0.027,32
+,120,595652,88052234,1,1,2,2,0.032,32
+,120,595652,88052235,1,1,2,2,0.038,32
+,120,595652,49049020,1,1,2,2,0.078,32
+,120,595652,339297,1,1,2,2,0.143,32
+,120,595652,318896,1,1,2,2,0.103,32
+,120,595652,337482,1,1,2,2,0.34,32
+,120,595652,337484,1,1,2,2,0.07,32
+,121,595662,454532,0,1,2,3,0.09,32
+,121,595662,88053263,0,1,2,3,0.044,32
+,121,595662,88053262,0,1,2,3,0.993,32
+,121,595662,49065401,0,1,2,3,0.097,32
+,121,595662,49065400,0,1,2,3,0.197,32
+,121,595662,463475,0,1,2,3,0.105,32
+,121,595662,501218,0,1,2,3,0.244,32
+,121,595662,501213,0,1,2,3,0.107,32
+,121,595662,445157,0,1,2,3,0.238,32
+,122,595662,454567,0,1,2,3,0.03,32
+,122,595662,454566,0,1,2,3,0.096,32
+,122,595662,454260,0,1,2,3,0.05,32
+,122,595662,454209,0,1,2,3,0.027,32
+,122,595662,87881060,0,1,2,3,0.102,32
+,122,595662,87881059,0,1,2,3,0.106,32
+,122,595662,502719,0,1,2,3,0.538,32
+,122,595662,501222,0,1,2,3,0.217,32
+,123,595662,464290,0,1,2,3,0.058,32
+,123,595662,49065789,0,1,2,3,0.328,32
+,123,595662,49065788,0,1,2,3,0.069,32
+,123,595662,506999,0,1,2,3,0.062,32
+,123,595662,454205,1,1,2,2,0.084,32
+,123,595662,454206,1,1,2,2,0.095,32
+,123,595662,12644709,1,1,2,2,0.064,32
+,123,595662,12644710,1,1,2,2,0.066,32
