LocationDirection,LocationCode,Mesh_ID,Link_ID,draw_LineDir,Link_kind,Rtic_kind,Link_direction,Link_length,LTN
-,1795,595653,313324,1,1,2,2,0.135,32
-,1795,595653,331689,1,1,2,2,0.549,32
-,1795,595653,331690,1,1,2,2,0.061,32
-,1796,595652,315172,1,1,2,2,0.082,32
-,1796,595652,347413,1,1,2,2,0.096,32
-,1796,595652,347415,1,1,2,2,0.376,32
-,1796,595652,342316,1,1,2,2,0.206,32
-,1796,595652,342318,1,1,2,2,0.535,32
-,1796,595652,347806,1,1,2,2,0.162,32
-,1796,595652,339294,1,1,2,2,0.173,32
-,1796,595652,315180,1,1,2,2,0.096,32
-,1796,595652,337526,1,1,2,2,0.165,32
-,1796,595652,337529,1,1,2,2,0.104,32
-,1797,605602,648781,0,1,2,3,0.278,32
-,1797,605602,648780,0,1,2,3,0.243,32
-,1797,605602,647285,0,1,2,3,0.255,32
-,1797,605602,695561,0,1,2,3,0.46,32
-,1797,605602,695560,0,1,2,3,0.134,32
-,1798,605603,88026389,1,1,2,2,0.074,32
-,1798,605603,88026390,1,1,2,2,0.017,32
-,1798,605603,732799,1,1,2,2,0.122,32
-,1798,605603,732801,1,1,2,2,0.026,32
-,1798,605603,732454,1,1,2,2,0.14,32
-,1798,605603,732451,1,1,2,2,0.2,32
-,1798,605603,12512161,1,1,2,2,0.114,32
-,1798,605603,12512162,1,1,2,2,0.138,32
-,1798,605603,730996,1,1,2,2,0.039,32
-,1798,605603,735592,1,1,2,2,0.612,32
-,1798,605603,735593,1,1,2,2,0.074,32
-,1798,605603,578656,1,1,2,2,0.213,32
-,1798,605603,730982,1,1,2,2,0.139,32
-,1798,605603,730984,1,1,2,2,0.088,32
-,1798,605603,735636,1,1,2,2,0.202,32
-,1798,605603,735637,1,1,2,2,0.099,32
-,1799,605603,732464,1,1,2,2,0.364,32
-,1799,605603,732466,1,1,2,2,0.114,32
-,1799,605603,734084,1,1,2,2,0.364,32
-,1799,605603,734085,1,1,2,2,0.076,32
-,1800,605603,733708,1,1,2,2,0.286,32
-,1800,605603,734001,1,1,2,2,0.508,32
-,1800,605603,12512129,1,1,2,2,0.039,32
-,1800,605603,12512130,1,1,2,2,0.186,32
-,1800,605603,733996,1,1,2,2,0.156,32
-,1800,605603,733998,1,1,2,2,0.107,32
-,1800,605603,572676,1,1,2,2,0.122,32
-,1800,605603,735605,1,1,2,2,0.113,32
-,1800,605603,735607,1,1,2,2,0.105,32
-,1801,595662,87762100,1,6,4,1,0.033,32
-,1801,595662,87762101,1,6,4,1,0.023,32
-,1801,595662,500739,1,6,4,1,0.017,32
-,1801,595662,13507681,1,6,4,2,0.097,32
-,1801,595662,13507682,1,6,4,2,0.034,32
-,1801,595662,448035,1,6,4,1,0.378,32
-,1801,595662,448036,1,6,4,1,0.25,32
-,1801,595662,461534,1,6,4,1,0.249,32
-,1801,595662,459360,1,6,4,1,0.093,32
-,1801,595662,463592,1,6,4,2,0.042,32
-,1802,595663,555541,1,6,4,2,0.007,32
-,1802,595663,15474938,1,6,4,2,0.006,32
-,1802,595663,15474939,1,6,4,2,0.106,32
-,1802,595663,636629,1,6,4,2,0.021,32
-,1802,595663,623712,1,6,4,2,0.061,32
-,1802,595663,631222,0,6,4,3,0.038,32
-,1802,595663,626038,0,6,4,3,0.12,32
-,1802,595663,626037,0,6,4,3,0.014,32
-,1805,595662,444942,1,6,4,2,0.031,32
-,1805,595662,511728,1,6,4,2,0.245,32
-,1805,595662,14366372,1,6,4,2,0.02,32
-,1805,595662,14366373,1,6,4,2,0.039,32
-,1805,595662,14366370,1,6,4,2,0.101,32
-,1805,595662,15255239,1,6,4,2,0.09,32
-,1805,595662,15255240,1,6,4,2,0.009,32
-,1805,595662,15255235,1,6,4,2,0.034,32
-,1805,595662,14366380,1,6,4,2,0.031,32
-,1805,595662,14366365,1,6,4,2,0.038,32
-,1805,595662,13208247,1,6,4,2,0.012,32
-,1805,595662,512139,1,6,4,2,0.076,32
-,1805,595662,441144,1,6,4,2,0.03,32
-,1807,595642,39047257,1,4,4,2,0.008,32
-,1807,595642,39047258,1,4,4,2,0.008,32
-,1807,595642,412697,1,4,4,2,0.079,32
-,1807,595642,86928250,1,4,4,2,0.016,32
-,1807,595642,86928251,1,4,4,2,0.117,32
-,1807,595642,39047090,1,4,4,2,0.026,32
-,1807,595642,39047098,1,4,4,2,0.041,32
-,1807,595642,39047099,1,4,4,2,0.012,32
-,1807,595642,397264,1,4,4,2,0.042,32
-,1807,595642,397265,1,4,4,2,0.097,32
-,1807,595642,397268,1,4,4,2,0.057,32
-,1807,595642,397269,1,4,4,2,0.05,32
-,1807,595642,414203,1,4,4,2,0.013,32
-,1807,595642,412710,1,4,4,2,0.028,32
-,1807,595642,414199,1,4,4,2,0.072,32
-,1807,595642,400364,1,4,4,2,0.072,32
-,1807,595642,397274,1,4,4,2,0.092,32
-,1807,595642,397275,1,4,4,2,0.189,32
-,1807,595642,414208,1,4,4,2,0.073,32
-,1807,595642,86902218,1,4,4,2,0.036,32
-,1807,595642,86902219,1,4,4,2,0.059,32
-,1807,595642,414215,1,4,4,2,0.022,32
-,1807,595642,400349,1,4,4,2,0.011,32
-,1807,595642,414219,1,4,4,2,0.031,32
-,1807,595642,414222,1,4,4,2,0.097,32
-,1807,595642,414223,1,4,4,2,0.065,32
-,1807,595642,373900,1,4,4,2,0.046,32
-,1807,595642,397279,1,4,4,2,0.09,32
-,1807,595642,86902253,1,4,4,2,0.053,32
-,1807,595642,86902254,1,4,4,2,0.052,32
-,1807,595642,414233,1,4,4,2,0.023,32
-,1807,595642,374985,0,4,,3,0.01,32
-,1807,595642,39047264,0,4,,3,0.007,32
-,1807,595642,39047263,0,4,4,3,0.026,32
-,1807,595642,414241,0,4,4,3,0.042,32
-,1807,595642,397283,0,4,4,3,0.052,32
-,1807,595642,397282,0,4,4,3,0.108,32
-,1807,595642,414249,0,4,4,3,0.062,32
-,1807,595642,414254,0,4,4,3,0.04,32
-,1807,595642,414253,0,4,4,3,0.054,32
-,1807,595642,414242,0,4,4,3,0.117,32
-,1807,595642,414267,0,4,4,3,0.019,32
-,1808,595652,340395,1,4,4,2,0.009,32
-,1808,595652,340396,1,4,4,2,0.146,32
-,1808,595652,334641,1,4,4,2,0.028,32
-,1808,595652,86902448,1,4,4,2,0.081,32
-,1808,595652,86902449,1,4,4,2,0.352,32
-,1808,595652,340391,1,4,4,2,0.007,32
-,1808,595652,340386,0,4,4,3,0.006,32
-,1808,595652,340385,0,4,4,3,0.11,32
-,1808,595652,346663,0,4,4,3,0.112,32
-,1808,595652,346662,0,4,4,3,0.146,32
-,1808,595652,340376,0,4,4,3,0.107,32
-,1808,595652,340375,0,4,4,3,0.006,32
-,1808,595652,340381,0,4,4,3,0.004,32
-,1808,595652,340380,0,4,4,3,0.102,32
-,1808,595652,340726,1,4,4,2,0.14,32
-,1808,595652,340729,1,4,4,2,0.034,32
-,1808,595652,340730,1,4,4,2,0.073,32
-,1808,595652,340371,1,4,4,2,0.006,32
-,1808,595652,340366,1,4,4,2,0.003,32
-,1808,595652,340367,1,4,4,2,0.012,32
-,1808,595642,412663,1,4,4,2,0.053,32
-,1808,595642,86901995,1,4,4,2,0.027,32
-,1808,595642,86901996,1,4,4,2,0.032,32
-,1808,595642,397249,1,4,4,2,0.19,32
-,1808,595642,397250,1,4,4,2,0.036,32
-,1808,595642,397251,1,4,4,2,0.069,32
-,1808,595642,412674,1,4,4,2,0.011,32
-,1808,595642,412670,1,4,4,2,0.014,32
-,1808,595642,412671,1,4,4,2,0.047,32
-,1808,595642,397256,1,4,4,2,0.05,32
-,1808,595642,397257,1,4,4,2,0.087,32
-,1808,595642,397258,1,4,4,2,0.081,32
-,1808,595642,412692,1,4,4,2,0.1,32
-,1808,595642,412693,1,4,4,2,0.012,32
-,1808,595642,374588,1,4,,2,0.009,32
-,1809,595652,339992,1,4,4,2,0.006,32
-,1809,595652,340354,1,4,4,2,0.069,32
-,1809,595652,340736,1,4,4,2,0.046,32
-,1809,595652,340737,1,4,4,2,0.171,32
-,1809,595652,340356,1,4,4,2,0.068,32
-,1809,595652,340714,1,4,4,2,0.112,32
-,1809,595652,340715,1,4,4,2,0.008,32
-,1809,595652,340718,1,4,4,2,0.007,32
-,1809,595652,86033359,1,4,4,2,0.182,32
-,1809,595652,86033360,1,4,4,2,0.091,32
-,1809,595652,346643,1,4,4,2,0.007,32
-,1809,595652,308343,1,4,4,2,0.019,32
-,1809,595652,340709,1,4,4,2,0.007,32
-,1809,595652,340710,1,4,4,2,0.325,32
-,1809,595652,340706,1,4,4,2,0.014,32
-,1809,595652,346647,1,4,4,2,0.012,32
-,1809,595652,346648,1,4,4,2,0.069,32
-,1809,595652,340731,1,4,4,2,0.051,32
-,1809,595652,340732,1,4,4,2,0.13,32
-,1809,595652,340400,1,4,4,2,0.102,32
-,1809,595652,340702,1,4,4,2,0.009,32
-,1809,595652,308338,1,4,,2,0.01,32
-,1812,595652,338370,1,4,4,2,0.231,32
-,1812,595652,338372,1,4,4,2,0.103,32
-,1812,595652,345110,1,4,4,2,0.123,32
-,1812,595652,345111,1,4,4,2,0.011,32
-,1812,595652,345117,1,4,4,2,0.01,32
-,1812,595652,345118,1,4,4,2,0.09,32
-,1812,595652,339976,1,4,4,2,0.145,32
-,1812,595652,339977,1,4,4,2,0.039,32
-,1812,595652,309332,1,4,4,2,0.015,32
-,1812,595652,339981,1,4,4,2,0.022,32
-,1812,595652,340323,1,4,4,2,0.148,32
-,1812,595652,340315,1,4,4,2,0.066,32
-,1812,595652,340316,1,4,4,2,0.042,32
-,1812,595652,340310,1,4,4,2,0.016,32
-,1812,595652,88052445,1,4,4,2,0.074,32
-,1812,595652,88052446,1,4,4,2,0.025,32
-,1812,595652,14424079,1,4,4,2,0.235,32
-,1812,595652,14424080,1,4,4,2,0.158,32
-,1812,595652,340305,1,4,4,2,0.11,32
-,1812,595652,14423839,1,4,4,2,0.005,32
-,1812,595652,14423840,1,4,,2,0.012,32
-,1812,595652,339999,1,4,4,2,0.008,32
-,1812,595652,340302,1,4,4,2,0.069,32
-,1812,595652,14594297,1,4,4,2,0.294,32
-,1812,595652,14594298,1,4,4,2,0.043,32
-,1812,595652,339990,1,4,4,2,0.012,32
-,1812,595652,339995,1,4,4,2,0.166,32
-,1812,595652,339996,1,4,4,2,0.007,32
-,1812,595652,308364,1,4,,2,0.02,32
-,1815,595652,341007,1,6,4,2,0.244,32
-,1815,595652,340352,0,6,4,3,0.342,32
-,1815,595652,340344,0,6,4,3,0.007,32
-,1815,595652,340347,1,6,4,2,0.006,32
-,1815,595652,340348,1,6,4,2,0.311,32
-,1815,595652,321006,1,6,4,2,0.041,32
-,1815,595652,339566,1,6,4,2,0.012,32
-,1815,595652,339572,1,6,4,2,0.325,32
-,1815,595652,339574,1,6,4,2,0.035,32
-,1815,595652,314806,1,6,4,2,0.095,32
-,1815,595652,337189,1,6,4,2,0.293,32
-,1815,595652,337190,1,6,,2,0.015,32
-,1819,595652,345922,1,6,4,2,0.022,32
-,1819,595652,345923,1,6,4,2,0.146,32
-,1819,595652,309829,1,6,4,2,0.139,32
-,1819,595652,341077,1,6,4,2,0.185,32
-,1819,595652,319638,1,6,4,2,0.015,32
-,1819,595652,319642,1,6,4,2,0.045,32
-,1819,595652,319631,1,6,4,2,0.129,32
-,1819,595652,325109,1,6,4,2,0.038,32
-,1819,595652,325113,1,6,4,2,0.237,32
-,1819,595652,308983,1,6,4,2,0.094,32
-,1819,595652,321003,1,6,4,2,0.107,32
-,1819,595652,340339,1,6,4,2,0.121,32
-,1819,595652,340340,1,6,4,2,0.013,32
-,1819,595652,321001,1,6,,2,0.023,32
-,1820,595652,347419,0,6,4,3,0.153,32
-,1820,595652,347417,0,6,4,3,0.047,32
-,1820,595652,49048613,0,6,4,3,0.137,32
-,1820,595652,49048612,0,6,4,3,0.118,32
-,1820,595652,49048606,0,6,4,3,0.083,32
-,1820,595652,49048604,0,6,4,3,0.112,32
-,1820,595652,49048603,0,6,4,3,0.058,32
-,1820,595652,333106,0,6,4,3,0.016,32
-,1820,595652,333104,0,6,4,3,0.064,32
-,1820,595652,346228,0,6,4,3,0.118,32
-,1820,595652,346227,0,6,4,3,0.021,32
-,1820,595652,308365,0,4,,3,0.015,32
-,1823,595652,341057,1,4,4,2,0.132,32
-,1823,595652,337239,0,4,4,3,0.185,32
-,1823,595652,337237,0,4,4,3,0.007,32
-,1823,595652,337247,1,4,4,2,0.007,32
-,1823,595652,15557676,1,4,4,2,0.124,32
-,1823,595652,15557677,1,4,4,2,0.081,32
-,1823,595652,337559,1,4,4,2,0.145,32
-,1823,595652,337561,1,4,4,2,0.007,32
-,1823,595652,337569,1,4,4,2,0.007,32
-,1823,595652,88052169,1,4,4,2,0.058,32
-,1823,595652,15557871,1,4,4,2,0.078,32
-,1823,595652,15557872,1,4,4,2,0.041,32
-,1823,595652,337579,1,4,4,2,0.054,32
-,1823,595652,337581,1,4,4,2,0.006,32
-,1823,595652,337589,1,4,4,2,0.006,32
-,1823,595652,337595,1,4,4,2,0.137,32
-,1823,595652,337597,1,4,4,2,0.006,32
-,1823,595652,15557662,1,4,4,2,0.075,32
-,1823,595652,15557663,1,4,4,2,0.01,32
-,1823,595652,84961866,1,4,4,2,0.104,32
-,1823,595652,337608,1,4,4,2,0.006,32
-,1823,595652,337618,0,4,4,3,0.006,32
-,1823,595652,344735,0,4,4,3,0.177,32
-,1823,595652,344734,0,4,4,3,0.088,32
-,1823,595652,15557750,0,4,4,3,0.073,32
-,1823,595652,15557749,0,4,4,3,0.035,32
-,1823,595652,337625,0,4,4,3,0.005,32
-,1823,595652,344718,1,4,4,2,0.008,32
-,1823,595652,84961869,1,4,4,2,0.011,32
-,1823,595652,84961870,1,4,4,2,0.169,32
-,1823,595652,14424412,1,4,4,2,0.057,32
-,1823,595652,14424413,1,4,4,2,0.194,32
-,1823,595652,344727,1,4,4,2,0.252,32
-,1823,595652,15557820,1,4,,2,0.013,32
-,1826,595652,49699663,1,4,4,2,0.115,32
-,1826,595652,49699664,1,4,4,2,0.026,32
-,1826,595652,328148,1,4,4,2,0.095,32
-,1826,595652,337204,1,4,4,2,0.127,32
-,1826,595652,337205,1,4,4,2,0.008,32
-,1826,595652,337209,0,4,4,3,0.007,32
-,1826,595652,337552,0,4,4,3,0.064,32
-,1826,595652,332638,0,4,4,3,0.071,32
-,1826,595652,337214,0,4,4,3,0.127,32
-,1826,595652,337213,0,4,4,3,0.007,32
-,1826,595652,308377,1,4,4,2,0.01,32
-,1826,595652,337218,1,4,4,2,0.007,32
-,1826,595652,337219,1,4,4,2,0.232,32
-,1826,595652,341036,1,4,4,2,0.008,32
-,1829,595652,338523,1,4,4,2,0.13,32
-,1829,595652,332663,1,4,4,2,0.041,32
-,1829,595652,345030,1,4,4,2,0.074,32
-,1829,595652,308944,1,4,4,2,0.082,32
-,1829,595652,308945,1,4,4,2,0.094,32
-,1829,595652,50034350,1,4,4,2,0.02,32
-,1829,595652,50034351,1,4,4,2,0.021,32
-,1829,595652,50034339,1,4,4,2,0.14,32
-,1829,595652,337955,1,4,4,2,0.007,32
-,1829,595652,337961,1,4,4,2,0.007,32
-,1829,595652,341532,1,4,4,2,0.052,32
-,1829,595652,341534,1,4,4,2,0.083,32
-,1829,595652,327359,1,4,4,2,0.108,32
-,1829,595652,327360,1,4,4,2,0.129,32
-,1829,595652,327367,1,4,4,2,0.099,32
-,1829,595652,327368,1,4,4,2,0.11,32
-,1829,595652,337971,0,4,4,3,0.007,32
-,1829,595652,88052256,0,4,4,3,0.118,32
-,1829,595652,88052255,0,4,4,3,0.269,32
-,1829,595652,339665,0,4,4,3,0.178,32
-,1829,595652,339667,0,4,4,3,0.272,32
-,1829,595652,50034353,0,4,4,3,0.088,32
-,1829,595652,50034352,0,4,4,3,0.121,32
-,1829,595652,338834,0,4,4,3,0.844,32
-,1829,595652,86033401,0,4,4,3,0.037,32
-,1829,595652,86033400,0,4,4,3,0.077,32
-,1829,595652,338513,0,4,4,3,0.029,32
-,1829,595652,50034203,0,4,4,3,0.03,32
-,1829,595652,50034205,0,4,4,3,0.058,32
-,1829,595652,50034204,0,4,4,3,0.008,32
-,1829,595652,315186,0,4,4,3,0.145,32
-,1829,595652,338010,0,4,4,3,0.539,32
-,1829,595652,338008,0,4,4,3,0.007,32
-,1829,595652,338021,0,4,4,3,0.006,32
-,1829,595652,338019,0,4,4,3,0.222,32
-,1829,595652,340329,0,4,4,3,0.149,32
-,1829,595652,340328,0,4,4,3,0.007,32
-,1829,595652,340333,0,4,4,3,0.006,32
-,1829,595652,346706,0,4,4,3,0.179,32
-,1829,595652,346705,0,4,4,3,0.011,32
-,1830,595662,15812711,0,6,4,1,0.085,32
-,1830,595662,498118,0,6,4,1,0.004,32
-,1830,595662,498117,0,6,4,1,0.102,32
-,1830,595662,14165635,1,6,4,1,0.017,32
-,1830,595662,14165636,1,6,4,1,0.046,32
-,1830,595662,459766,1,6,4,1,0.056,32
-,1830,595662,446289,1,6,4,1,0.037,32
-,1830,595662,503924,1,6,4,1,0.016,32
-,1830,595662,508907,1,6,4,1,0.008,32
-,1830,595662,508908,1,6,4,1,0.087,32
-,1830,595662,455759,1,6,4,1,0.085,32
-,1830,595662,455765,1,6,4,1,0.166,32
-,1830,595662,496897,1,6,4,2,0.017,32
-,1830,595662,496899,1,6,4,2,0.057,32
-,1830,595662,459513,1,6,4,2,0.018,32
-,1830,595662,459515,1,6,4,2,0.022,32
-,1830,595662,459516,1,6,4,2,0.084,32
-,1830,595662,499842,1,6,4,2,0.093,32
-,1830,595662,499844,1,6,4,2,0.152,32
-,1830,595662,499853,1,6,4,2,0.061,32
-,1830,595662,499855,1,6,4,2,0.029,32
-,1830,595662,451101,0,6,4,1,0.123,32
-,1830,595662,451100,0,6,4,1,0.093,32
-,1830,595662,461159,0,6,4,1,0.141,32
-,1830,595652,328357,0,6,4,1,0.056,32
-,1830,595652,50034189,0,6,4,1,0.131,32
-,1830,595652,50034188,0,6,4,1,0.091,32
-,1830,595652,308551,1,3,,2,0.059,32
-,1832,595652,341185,1,6,4,2,0.031,32
-,1832,595652,341186,1,6,4,2,0.239,32
-,1832,595652,15827914,1,6,4,2,0.33,32
-,1832,595652,15827915,1,6,4,2,0.049,32
-,1832,595652,341805,1,6,4,2,0.012,32
-,1832,595652,86033155,1,6,4,2,0.195,32
-,1832,595652,86033368,1,6,4,2,0.1,32
-,1832,595652,86033369,1,6,4,2,0.071,32
-,1832,595652,86033392,1,6,4,2,0.238,32
-,1832,595652,86033393,1,6,4,2,0.006,32
-,1832,595652,86033391,1,6,4,2,0.135,32
-,1832,595652,326562,1,6,4,2,0.018,32
-,1832,595652,326565,1,6,4,2,0.029,32
-,1832,595652,88052609,1,6,4,2,0.027,32
-,1832,595652,88052610,1,6,4,2,0.161,32
-,1832,595652,50034290,1,6,4,2,0.128,32
-,1832,595652,50034291,1,6,4,2,0.06,32
-,1832,595652,338420,1,6,4,2,0.351,32
-,1832,595652,86033516,1,6,4,2,0.015,32
-,1832,595652,86033517,1,6,,2,0.014,32
-,1833,595652,88052729,1,6,4,2,0.013,32
-,1833,595652,88052730,1,6,4,2,0.012,32
-,1833,595652,326218,1,6,4,2,0.028,32
-,1833,595652,341800,1,6,4,2,0.044,32
-,1833,595652,341801,1,6,4,2,0.089,32
-,1833,595652,341102,1,6,4,2,0.573,32
-,1833,595652,341795,1,6,4,2,0.177,32
-,1833,595652,320532,1,6,4,2,0.025,32
-,1833,595652,320535,1,6,4,2,0.042,32
-,1833,595652,340023,1,6,4,2,0.262,32
-,1833,595652,347084,1,6,4,2,0.237,32
-,1833,595652,347086,1,6,4,2,0.17,32
-,1833,595652,14424242,1,6,4,2,0.038,32
-,1833,595652,14424243,1,6,4,2,0.164,32
-,1833,595652,345095,1,6,4,2,0.009,32
-,1833,595652,345096,1,6,4,2,0.028,32
-,1836,595642,415804,0,6,4,1,0.058,32
-,1836,595642,374991,0,6,4,1,0.282,32
-,1836,595642,39046989,0,6,4,1,0.407,32
-,1836,595642,39046988,0,6,4,1,0.204,32
-,1836,595642,398890,0,6,4,1,0.045,32
-,1836,595642,86902339,0,6,4,1,0.011,32
-,1836,595642,86902338,0,6,4,1,0.107,32
-,1836,595642,398894,0,6,4,1,0.005,32
-,1836,595642,86902342,0,6,4,1,0.177,32
-,1836,595642,86902341,0,6,4,1,0.136,32
-,1836,595642,401902,0,6,4,1,0.087,32
-,1836,595642,401901,0,6,4,1,0.111,32
-,1836,595642,86902359,0,6,4,1,0.247,32
-,1836,595642,86902362,0,6,4,1,0.055,32
-,1836,595642,86902361,0,6,4,1,0.146,32
-,1836,595642,376569,0,3,,1,0.019,32
-,1836,595642,376568,0,3,,1,0.017,32
-,1837,595653,332423,0,4,4,1,0.141,32
-,1837,595653,323179,0,4,4,1,0.109,32
-,1837,595653,323172,0,4,4,1,0.333,32
-,1837,595653,310656,1,4,4,1,0.012,32
-,1837,595653,315643,1,4,4,1,0.061,32
-,1837,595653,315644,1,4,4,1,0.072,32
-,1837,595653,312612,1,4,4,1,0.512,32
-,1837,595653,50085757,1,4,4,1,0.032,32
-,1837,595653,50085758,1,4,4,1,0.082,32
-,1837,595653,334072,0,4,4,1,0.294,32
-,1837,595653,309175,1,4,4,1,0.11,32
-,1837,595653,332348,1,4,4,1,0.158,32
-,1837,595653,332349,1,4,4,1,0.041,32
-,1837,595653,322609,1,4,4,1,0.048,32
-,1837,595653,322611,1,4,4,1,0.083,32
-,1837,595653,310346,1,4,4,1,0.124,32
-,1837,595653,310669,1,4,4,1,0.049,32
-,1837,595653,50085766,1,4,4,1,0.062,32
-,1837,595653,50085767,1,4,4,1,0.061,32
-,1837,595653,88051446,1,4,4,1,0.031,32
-,1837,595653,88051447,1,4,4,1,0.06,32
-,1837,595653,50085778,1,4,4,1,0.346,32
-,1837,595653,50085779,1,4,4,1,0.022,32
-,1837,595653,50085773,1,4,4,1,0.019,32
-,1837,595653,315652,1,4,4,1,0.011,32
-,1837,595653,315653,1,4,4,1,0.136,32
-,1837,595653,309623,1,4,4,1,0.08,32
-,1837,595653,333607,1,4,4,1,0.045,32
-,1837,595653,333608,1,4,4,1,0.019,32
-,1837,595653,309584,1,4,4,1,0.079,32
-,1837,595653,309935,1,4,4,1,0.059,32
-,1837,595653,321456,1,4,4,1,0.109,32
-,1837,595653,88051191,1,4,4,1,0.02,32
-,1837,595653,88051192,1,4,4,1,0.02,32
-,1837,595653,333611,1,4,4,1,0.069,32
-,1837,595653,88051187,1,4,4,1,0.102,32
-,1837,595653,88051188,1,4,4,1,0.013,32
-,1840,595653,321550,1,4,4,1,0.172,32
-,1840,595653,332422,1,4,4,1,0.073,32
-,1840,595653,309951,1,4,4,1,0.069,32
-,1840,595653,308798,1,4,4,1,0.031,32
-,1840,595653,50085748,1,4,4,1,0.411,32
-,1840,595653,50085751,1,4,4,1,0.032,32
-,1840,595653,50085752,1,4,4,1,0.094,32
-,1840,595653,321542,1,4,4,1,0.017,32
-,1843,595653,332757,1,4,4,1,0.085,32
-,1843,595653,332758,1,4,4,1,0.019,32
-,1843,595653,303302,1,4,4,1,0.054,32
-,1843,595653,332759,1,4,4,1,0.058,32
-,1843,595653,14452060,1,4,4,1,0.025,32
-,1843,595653,14452061,1,4,4,1,0.02,32
-,1843,595653,332761,1,4,4,1,0.033,32
-,1843,595653,39015943,1,4,4,1,0.297,32
-,1843,595653,39015944,1,4,4,1,0.071,32
-,1843,595653,297089,1,4,4,1,0.21,32
-,1843,595653,297090,1,4,4,1,0.076,32
-,1843,595653,332764,1,4,4,1,0.071,32
-,1843,595653,332763,1,4,4,1,0.095,32
-,1843,595653,308804,1,4,4,1,0.138,32
-,1843,595653,310653,1,4,4,1,0.113,32
-,1843,595653,310654,1,4,4,1,0.165,32
-,1843,595653,308806,1,4,4,1,0.097,32
-,1843,595653,332766,0,4,4,1,0.3,32
-,1843,595653,332765,0,4,4,1,0.078,32
-,1843,595653,335876,0,4,4,1,0.005,32
-,1843,595653,336853,0,4,4,1,0.044,32
-,1843,595653,336847,0,4,4,1,0.249,32
-,1843,595653,320132,1,4,4,1,0.228,32
-,1843,595653,86033536,1,4,4,1,0.081,32
-,1843,595653,86033537,1,4,4,1,0.035,32
-,1843,595653,332830,1,4,4,1,0.05,32
-,1843,595653,332828,1,4,4,1,0.056,32
-,1843,595653,332827,1,4,4,1,0.01,32
-,1843,595653,330966,1,4,4,1,0.018,32
-,1843,595653,330972,1,4,4,1,0.02,32
-,1843,595653,330982,1,4,4,1,0.019,32
-,1843,595653,330987,1,4,4,1,0.013,32
-,1843,595653,332825,1,4,4,1,0.02,32
-,1843,595653,332826,1,4,4,1,0.032,32
-,1843,595653,332824,1,4,4,1,0.052,32
-,1843,595653,332822,1,4,4,1,0.01,32
-,1843,595653,332823,1,4,4,1,0.023,32
-,1843,595653,321950,1,4,4,1,0.406,32
-,1843,595653,321957,1,4,4,1,0.011,32
-,1846,595653,333930,1,3,4,2,0.006,32
-,1846,595653,333931,1,3,4,2,0.03,32
-,1846,595653,315672,1,3,4,2,0.154,32
-,1846,595653,334035,1,3,4,2,0.034,32
-,1846,595653,334036,1,3,4,2,0.136,32
-,1846,595653,334040,1,3,4,2,0.113,32
-,1846,595653,334041,1,3,4,2,0.08,32
-,1846,595653,334037,1,3,4,2,0.163,32
-,1846,595653,86033440,1,3,4,2,0.069,32
-,1846,595653,86033445,1,3,4,2,0.158,32
-,1846,595653,86033446,1,3,4,2,0.057,32
-,1846,595643,212512,1,3,4,2,0.129,32
-,1846,595643,212514,1,3,4,2,0.395,32
-,1846,595643,196008,0,3,4,3,0.189,32
-,1846,595643,196005,0,3,4,3,0.03,32
-,1846,595643,198020,0,3,,3,0.016,32
-,1846,595643,196000,0,3,4,3,0.03,32
-,1846,595643,39046913,0,3,4,3,0.127,32
-,1846,595643,14614021,0,3,4,3,0.058,32
-,1846,595643,14614020,0,3,4,3,0.159,32
-,1846,595643,14614040,0,3,4,3,0.013,32
-,1846,595643,14614039,0,3,4,3,0.067,32
-,1846,595643,14614028,0,3,4,3,0.181,32
-,1846,595643,14614027,0,3,4,3,0.36,32
-,1846,595643,199474,0,3,4,3,0.062,32
-,1846,595643,212501,0,3,4,3,0.023,32
-,1846,595643,212504,0,3,4,3,0.176,32
-,1846,595643,210211,0,3,4,3,0.03,32
-,1846,595643,210208,0,3,4,3,0.114,32
-,1846,595643,197993,0,3,4,3,0.281,32
-,1846,595643,210217,0,3,4,3,0.227,32
-,1846,595643,210215,0,3,4,3,0.136,32
-,1846,595643,210511,0,3,4,3,0.387,32
-,1846,595643,207439,1,3,4,2,0.136,32
-,1846,595643,207440,1,3,,2,0.036,32
-,1847,595653,88051171,1,3,4,2,0.008,32
-,1847,595653,88051172,1,3,4,2,0.014,32
-,1847,595653,333596,1,3,4,2,0.051,32
-,1847,595653,313310,1,3,4,2,0.034,32
-,1847,595653,313313,1,3,4,2,0.057,32
-,1847,595653,313305,1,3,4,2,0.027,32
-,1847,595653,313307,1,3,4,2,0.464,32
-,1847,595653,313232,1,3,4,2,0.052,32
-,1847,595653,333928,1,3,4,2,0.028,32
-,1847,595653,333929,1,3,4,2,0.048,32
-,1850,595653,88051428,1,4,4,2,0.019,32
-,1850,595653,88051429,1,4,4,2,0.024,32
-,1850,595653,303816,1,4,4,1,0.183,32
-,1850,595653,295234,1,4,4,1,0.104,32
-,1850,595653,303784,1,4,4,1,0.642,32
-,1850,595653,297109,1,4,4,1,0.431,32
-,1850,595653,297141,0,4,4,1,0.285,32
-,1850,595653,313656,1,4,4,1,0.153,32
-,1850,595643,212968,1,4,4,1,0.027,32
-,1850,595643,197996,1,4,4,1,0.411,32
